frame,state,mask_area,cx,cy,chamfer_px,closure_score
000521,static_on_table,5821,471.3,212.0,1.03,1.423
000522,static_on_table,5826,471.3,212.0,0.82,1.423
000523,static_on_table,5780,471.1,212.2,1.02,1.423
000524,static_on_table,5787,471.1,212.2,0.51,1.423
000525,static_on_table,5738,471.1,212.5,0.69,1.423
000526,static_on_table,5744,471.1,212.5,0.72,1.423
000527,static_on_table,5630,470.9,212.7,0.62,1.423
000528,static_on_table,5533,470.7,213.2,0.99,1.424
000529,static_on_table,5538,470.7,213.2,1.00,1.424
000530,static_on_table,5443,470.3,213.5,1.35,1.424
000531,static_on_table,5444,470.3,213.5,0.75,1.424
000532,static_on_table,5363,470.0,213.9,0.74,1.424
000533,static_on_table,5360,470.0,213.9,0.74,1.424
000534,static_on_table,5284,469.8,214.1,0.86,1.424
000535,static_on_table,5286,469.8,214.1,0.88,1.424
000536,static_on_table,5183,469.3,214.2,1.03,1.424
000537,static_on_table,5184,469.3,214.2,1.01,1.424
000538,static_on_table,5019,468.3,214.7,1.45,1.424
000539,static_on_table,5011,468.3,214.7,1.44,1.424
000540,static_on_table,4911,467.8,215.0,1.33,1.424
000541,static_on_table,4911,467.8,215.0,1.35,1.424
000542,static_on_table,4808,467.4,215.2,1.46,1.424
000543,static_on_table,4808,467.4,215.2,1.44,1.424
000544,static_on_table,4738,467.0,215.2,0.77,1.424
000545,static_on_table,4678,466.6,215.5,1.08,1.424
000546,static_on_table,4686,466.6,215.5,1.39,1.424
000547,static_on_table,4610,465.9,215.6,1.70,1.425
000548,static_on_table,4608,465.9,215.7,0.80,1.426
000549,static_on_table,4512,465.5,215.6,0.73,1.427
000550,static_on_table,4510,465.4,215.6,0.74,1.428
000551,static_on_table,4450,465.1,216.1,0.95,1.430
000552,static_on_table,4449,465.1,216.1,0.74,1.433
000553,static_on_table,4333,464.5,216.1,1.37,1.435
000554,static_on_table,4258,464.1,216.1,1.03,1.435
000555,static_on_table,4256,464.2,216.1,0.99,1.435
000556,static_on_table,4203,463.3,216.5,1.47,1.434
000557,static_on_table,4109,462.9,216.4,1.66,1.432
000558,static_on_table,4106,462.8,216.4,0.80,1.430
000559,static_on_table,4045,462.2,216.3,1.24,1.429
000560,static_on_table,4000,461.9,216.2,1.29,1.428
000561,static_on_table,4008,461.9,216.2,0.51,1.426
000562,static_on_table,3998,461.8,216.4,0.49,1.425
000563,static_on_table,3996,461.8,216.4,0.57,1.422
000564,static_on_table,3972,461.2,216.3,0.38,1.419
000565,static_on_table,3905,460.8,216.4,0.56,1.417
000566,static_on_table,3906,460.8,216.4,0.42,1.416
000567,static_on_table,3900,460.6,216.3,0.54,1.416
000568,static_on_table,3845,460.4,216.4,0.53,1.417
000569,static_on_table,3850,460.0,216.4,0.54,1.419
000570,static_on_table,3855,460.0,216.4,0.54,1.421
000571,static_on_table,3832,459.8,216.2,0.66,1.421
000572,static_on_table,3828,459.8,216.2,0.63,1.420
000573,static_on_table,3755,459.0,216.1,0.94,1.419
000574,static_on_table,3754,459.0,216.1,0.93,1.411
000575,static_on_table,3668,458.3,216.1,0.76,1.404
000576,static_on_table,3662,458.3,216.0,0.76,1.402
000577,static_on_table,3649,458.1,216.0,0.51,1.345
000578,static_on_table,3643,458.0,216.0,0.54,1.300
000579,static_on_table,3593,457.6,216.1,0.42,1.226
000580,static_on_table,3588,457.5,216.1,0.49,1.195
000581,static_on_table,3530,457.2,215.9,0.52,1.170
000582,static_on_table,3528,457.2,215.9,0.50,1.133
000583,static_on_table,3518,456.9,216.0,0.50,1.096
000584,static_on_table,3432,457.1,216.3,1.07,1.061
000585,static_on_table,3432,457.1,216.3,0.65,1.015
000586,static_on_table,3402,456.9,216.4,1.28,0.984
000587,static_on_table,3332,456.9,216.5,1.80,0.931
000588,static_on_table,3261,456.4,216.6,2.18,0.893
000589,static_on_table,3266,456.5,216.6,1.94,0.870
000590,static_on_table,3265,456.5,216.6,1.42,0.854
000591,static_on_table,3255,457.1,216.8,1.41,0.797
000592,static_on_table,3250,457.1,216.8,0.83,0.765
000593,static_on_table,3253,457.4,216.4,1.44,0.723
000594,static_on_table,3248,457.4,216.4,1.43,0.690
000595,static_on_table,3038,457.6,217.2,1.56,0.660
000596,static_on_table,3037,457.6,217.2,1.56,0.644
000597,static_on_table,2830,456.8,215.8,3.03,0.628
000598,static_on_table,2820,456.9,215.8,2.51,0.611
000599,static_on_table,3039,459.5,214.0,4.08,0.599
000600,static_on_table,3235,461.9,214.8,4.70,0.584
000601,static_on_table,3413,464.1,215.2,3.23,0.565
000602,static_on_table,3512,464.5,215.0,3.82,0.551
000603,static_on_table,3572,466.2,215.3,3.08,0.540
000604,static_on_table,3577,466.3,215.3,2.41,0.526
000605,static_on_table,3771,467.5,215.0,1.96,0.519
000606,static_on_table,3769,467.4,215.0,1.98,0.514
000607,static_on_table,3893,468.6,214.7,1.41,0.509
000608,static_on_table,3901,468.6,214.6,1.30,0.499
000609,static_on_table,4066,470.2,214.6,1.47,0.491
000610,static_on_table,4136,470.5,214.4,1.81,0.489
000611,static_on_table,4215,471.3,214.6,1.42,0.486
000612,static_on_table,4308,472.3,214.4,1.99,0.483
000613,static_on_table,4310,472.3,214.4,1.43,0.480
000614,static_on_table,4356,473.2,214.4,2.02,0.477
000615,static_on_table,4365,473.9,214.7,2.24,0.475
000616,static_on_table,4369,473.8,214.7,1.64,0.472
000617,static_on_table,4393,474.3,214.8,2.05,0.470
000618,static_on_table,4386,474.4,214.8,1.34,0.470
000619,static_on_table,4378,475.2,215.0,1.34,0.475
000620,static_on_table,4356,475.2,215.1,1.32,0.475
000621,static_on_table,4367,475.4,215.1,1.28,0.474
000622,static_on_table,4364,475.6,215.3,1.55,0.470
000623,static_on_table,4393,475.9,215.0,1.30,0.457
000624,static_on_table,4402,475.9,215.0,1.28,0.443
000625,static_on_table,4446,476.0,215.0,0.91,0.434
000626,static_on_table,4446,476.0,215.0,0.64,0.417
000627,static_on_table,4494,476.3,214.8,0.69,0.394
000628,static_on_table,4493,476.3,214.8,0.62,0.375
000629,static_on_table,4535,476.5,214.7,0.94,0.354
000630,static_on_table,4635,476.3,214.2,1.23,0.338
000631,static_on_table,4614,476.4,214.2,1.07,0.324
000632,static_on_table,4771,476.2,213.5,3.28,0.303
000633,static_on_table,4771,476.2,213.5,2.72,0.282
000634,static_on_table,4809,476.2,213.0,2.62,0.267
000635,static_on_table,4799,476.2,213.1,2.61,0.252
000636,static_on_table,4801,476.2,213.1,0.32,0.237
000637,static_on_table,4820,476.0,213.1,0.43,0.223
000638,static_on_table,4825,476.0,213.1,0.36,0.209
000639,static_on_table,4852,476.1,212.9,0.34,0.200
000640,static_on_table,4835,476.2,212.6,0.68,0.192
000641,static_on_table,4891,475.8,212.6,0.84,0.183
000642,static_on_table,4896,475.8,212.5,0.74,0.176
000643,static_on_table,4895,475.8,212.5,0.66,0.170
000644,static_on_table,4886,475.9,212.6,0.37,0.165
000645,static_on_table,4886,475.9,212.6,0.55,0.162
