frame,state,mask_area,cx,cy,chamfer_px,closure_score
000538,grasped,877,491.9,178.4,3.24,1.424
000539,grasped,870,491.9,178.4,3.24,1.424
000540,grasped,883,491.3,179.7,3.29,1.424
000541,grasped,878,491.3,179.7,3.35,1.424
000542,grasped,863,490.5,181.2,2.11,1.424
000543,grasped,862,490.4,181.2,2.09,1.424
000544,grasped,863,490.5,182.5,1.88,1.424
000545,grasped,848,490.2,183.5,2.62,1.424
000546,grasped,852,490.2,183.6,1.69,1.424
000547,grasped,860,490.0,184.5,2.30,1.425
000548,grasped,861,490.0,184.5,1.47,1.426
000549,grasped,825,489.4,185.7,1.45,1.427
000550,grasped,825,489.4,185.7,1.45,1.428
000551,grasped,823,488.9,186.8,1.59,1.430
000552,grasped,825,488.8,186.8,1.60,1.433
000553,grasped,819,488.0,187.4,1.63,1.435
000554,grasped,825,487.8,188.3,2.36,1.435
000555,grasped,816,487.7,188.4,1.68,1.435
000556,grasped,801,487.1,189.3,2.32,1.434
000557,grasped,778,486.6,190.4,2.34,1.432
000558,grasped,779,486.5,190.4,1.64,1.430
000559,grasped,745,486.0,190.8,2.14,1.429
000560,grasped,772,485.4,190.8,1.88,1.428
000561,grasped,775,485.4,190.8,1.11,1.426
000562,grasped,774,485.0,190.1,1.17,1.425
000563,grasped,726,484.9,190.1,0.61,1.422
000564,grasped,742,484.4,190.1,0.56,1.419
000565,grasped,733,483.7,190.2,0.89,1.417
000566,grasped,733,483.7,190.2,0.84,1.416
000567,grasped,714,483.2,189.7,0.91,1.416
000568,grasped,711,483.2,189.7,0.54,1.417
000569,grasped,700,482.6,189.1,0.50,1.419
000570,grasped,703,482.7,189.2,0.51,1.421
000571,grasped,670,482.1,188.0,0.68,1.421
000572,grasped,673,482.1,188.0,0.66,1.420
000573,grasped,661,481.1,186.2,1.12,1.419
000574,grasped,658,481.1,186.0,1.13,1.411
000575,grasped,666,480.6,186.7,0.75,1.404
000576,grasped,667,480.7,186.7,0.75,1.402
000577,grasped,654,480.2,187.0,0.92,1.345
000578,grasped,654,480.2,187.0,0.96,1.300
000579,grasped,662,479.7,187.3,0.85,1.226
000580,grasped,665,479.7,187.3,0.89,1.195
000581,grasped,654,479.7,187.6,0.67,1.170
000582,grasped,652,479.7,187.6,0.67,1.133
000583,grasped,644,479.1,187.9,0.80,1.096
000584,grasped,629,478.9,189.3,1.58,1.061
000585,grasped,629,478.9,189.3,1.37,1.015
000586,grasped,540,478.4,191.8,2.80,0.984
000587,grasped,531,478.4,194.4,3.37,0.931
000588,grasped,525,478.0,196.5,3.62,0.893
000589,grasped,574,478.2,197.2,3.70,0.870
000590,grasped,577,478.2,197.2,2.53,0.854
000591,inside_container,549,480.2,200.7,,0.797
000592,inside_container,591,480.4,200.8,,0.765
000593,inside_container,668,480.2,202.2,,0.723
000594,inside_container,671,480.2,202.2,,0.690
000595,inside_container,860,478.1,203.4,,0.660
000596,inside_container,860,478.1,203.3,,0.644
000597,inside_container,1045,474.1,212.9,,0.628
000598,inside_container,1051,474.0,212.9,,0.611
000599,inside_container,890,468.5,221.8,,0.599
000600,inside_container,776,464.8,222.8,,0.584
000601,inside_container,724,459.9,220.7,,0.565
000602,inside_container,737,459.9,220.5,,0.551
000603,inside_container,729,456.3,218.9,,0.540
000604,inside_container,738,456.3,218.8,,0.526
000605,inside_container,705,453.7,218.6,,0.519
000606,inside_container,708,453.7,218.6,,0.514
000607,inside_container,725,452.6,218.3,,0.509
000608,inside_container,726,452.6,218.4,,0.499
000609,inside_container,725,451.2,218.1,,0.491
000610,inside_container,727,451.2,218.0,,0.489
000611,inside_container,733,450.0,217.3,,0.486
000612,inside_container,747,448.7,216.2,,0.483
000613,inside_container,745,448.7,216.2,,0.480
000614,inside_container,816,447.8,214.7,,0.477
000615,inside_container,888,447.2,212.7,,0.475
000616,inside_container,893,447.1,212.8,,0.472
000617,inside_container,935,446.3,211.7,,0.470
000618,inside_container,934,446.3,211.7,,0.470
000619,inside_container,1010,446.2,210.3,,0.475
000620,inside_container,992,446.2,210.6,,0.475
000621,inside_container,1088,446.5,209.3,,0.474
000622,inside_container,1090,446.9,209.3,,0.470
000623,inside_container,1090,446.9,209.4,,0.457
000624,inside_container,1090,446.9,209.4,,0.443
000625,inside_container,1095,446.9,209.3,,0.434
000626,inside_container,1095,446.9,209.3,,0.417
000627,inside_container,1099,446.9,209.2,,0.394
000628,inside_container,1099,446.9,209.2,,0.375
000629,inside_container,1101,447.0,209.2,,0.354
000630,inside_container,1106,447.0,209.2,,0.338
000631,inside_container,1105,447.0,209.2,,0.324
000632,inside_container,1109,447.0,209.3,,0.303
000633,inside_container,1112,447.0,209.3,,0.282
000634,inside_container,1109,447.0,209.3,,0.267
000635,inside_container,1113,447.0,209.3,,0.252
000636,inside_container,1113,447.0,209.3,,0.237
000637,inside_container,1112,447.0,209.2,,0.223
000638,inside_container,1116,447.0,209.2,,0.209
000639,inside_container,1115,447.0,209.2,,0.200
000640,inside_container,1121,447.0,209.2,,0.192
000641,inside_container,1119,447.1,209.2,,0.183
000642,inside_container,1122,447.1,209.2,,0.176
000643,inside_container,1122,447.1,209.2,,0.170
000644,inside_container,1123,447.1,209.2,,0.165
000645,inside_container,1122,447.1,209.2,,0.162
